Lat	Lon	posInfSurf	negInfSurf	
-42.800000	171.500000	100000.000000	-1000000.000000	
-42.803200	171.500000	100000.000000	-1000000.000000	
-42.806400	171.500000	100000.000000	-1000000.000000	
-42.809600	171.500000	100000.000000	-1000000.000000	
-42.812800	171.500000	100000.000000	-1000000.000000	
-42.816000	171.500000	100000.000000	-1000000.000000	
-42.819200	171.500000	100000.000000	-1000000.000000	
-42.822400	171.500000	100000.000000	-1000000.000000	
-42.825600	171.500000	100000.000000	-1000000.000000	
-42.828800	171.500000	100000.000000	-1000000.000000	
-42.832000	171.500000	100000.000000	-1000000.000000	
-42.835200	171.500000	100000.000000	-1000000.000000	
-42.838400	171.500000	100000.000000	-1000000.000000	
-42.841600	171.500000	100000.000000	-1000000.000000	
-42.844800	171.500000	100000.000000	-1000000.000000	
-42.848000	171.500000	100000.000000	-1000000.000000	
-42.851200	171.500000	100000.000000	-1000000.000000	
-42.854400	171.500000	100000.000000	-1000000.000000	
-42.857600	171.500000	100000.000000	-1000000.000000	
-42.860800	171.500000	100000.000000	-1000000.000000	
-42.864000	171.500000	100000.000000	-1000000.000000	
-42.867200	171.500000	100000.000000	-1000000.000000	
-42.870400	171.500000	100000.000000	-1000000.000000	
-42.873600	171.500000	100000.000000	-1000000.000000	
-42.876800	171.500000	100000.000000	-1000000.000000	
-42.880000	171.500000	100000.000000	-1000000.000000	
-42.883200	171.500000	100000.000000	-1000000.000000	
-42.886400	171.500000	100000.000000	-1000000.000000	
-42.889600	171.500000	100000.000000	-1000000.000000	
-42.892800	171.500000	100000.000000	-1000000.000000	
-42.896000	171.500000	100000.000000	-1000000.000000	
-42.899200	171.500000	100000.000000	-1000000.000000	
-42.902400	171.500000	100000.000000	-1000000.000000	
-42.905600	171.500000	100000.000000	-1000000.000000	
-42.908800	171.500000	100000.000000	-1000000.000000	
-42.912000	171.500000	100000.000000	-1000000.000000	
-42.915200	171.500000	100000.000000	-1000000.000000	
-42.918400	171.500000	100000.000000	-1000000.000000	
-42.921600	171.500000	100000.000000	-1000000.000000	
-42.924800	171.500000	100000.000000	-1000000.000000	
-42.928000	171.500000	100000.000000	-1000000.000000	
-42.931200	171.500000	100000.000000	-1000000.000000	
-42.934400	171.500000	100000.000000	-1000000.000000	
-42.937600	171.500000	100000.000000	-1000000.000000	
-42.940800	171.500000	100000.000000	-1000000.000000	
-42.944000	171.500000	100000.000000	-1000000.000000	
-42.947200	171.500000	100000.000000	-1000000.000000	
-42.950400	171.500000	100000.000000	-1000000.000000	
-42.953600	171.500000	100000.000000	-1000000.000000	
-42.956800	171.500000	100000.000000	-1000000.000000	
-42.960000	171.500000	100000.000000	-1000000.000000	
-42.963200	171.500000	100000.000000	-1000000.000000	
-42.966400	171.500000	100000.000000	-1000000.000000	
-42.969600	171.500000	100000.000000	-1000000.000000	
-42.972800	171.500000	100000.000000	-1000000.000000	
-42.976000	171.500000	100000.000000	-1000000.000000	
-42.979200	171.500000	100000.000000	-1000000.000000	
-42.982400	171.500000	100000.000000	-1000000.000000	
-42.985600	171.500000	100000.000000	-1000000.000000	
-42.988800	171.500000	100000.000000	-1000000.000000	
-42.992000	171.500000	100000.000000	-1000000.000000	
-42.995200	171.500000	100000.000000	-1000000.000000	
-42.998400	171.500000	100000.000000	-1000000.000000	
-43.001600	171.500000	100000.000000	-1000000.000000	
-43.004800	171.500000	100000.000000	-1000000.000000	
-43.008000	171.500000	100000.000000	-1000000.000000	
-43.011200	171.500000	100000.000000	-1000000.000000	
-43.014400	171.500000	100000.000000	-1000000.000000	
-43.017600	171.500000	100000.000000	-1000000.000000	
-43.020800	171.500000	100000.000000	-1000000.000000	
-43.024000	171.500000	100000.000000	-1000000.000000	
-43.027200	171.500000	100000.000000	-1000000.000000	
-43.030400	171.500000	100000.000000	-1000000.000000	
-43.033600	171.500000	100000.000000	-1000000.000000	
-43.036800	171.500000	100000.000000	-1000000.000000	
-43.040000	171.500000	100000.000000	-1000000.000000	
-43.043200	171.500000	100000.000000	-1000000.000000	
-43.046400	171.500000	100000.000000	-1000000.000000	
-43.049600	171.500000	100000.000000	-1000000.000000	
-43.052800	171.500000	100000.000000	-1000000.000000	
-43.056000	171.500000	100000.000000	-1000000.000000	
-43.059200	171.500000	100000.000000	-1000000.000000	
-43.062400	171.500000	100000.000000	-1000000.000000	
-43.065600	171.500000	100000.000000	-1000000.000000	
-43.068800	171.500000	100000.000000	-1000000.000000	
-43.072000	171.500000	100000.000000	-1000000.000000	
-43.075200	171.500000	100000.000000	-1000000.000000	
-43.078400	171.500000	100000.000000	-1000000.000000	
-43.081600	171.500000	100000.000000	-1000000.000000	
-43.084800	171.500000	100000.000000	-1000000.000000	
-43.088000	171.500000	100000.000000	-1000000.000000	
-43.091200	171.500000	100000.000000	-1000000.000000	
-43.094400	171.500000	100000.000000	-1000000.000000	
-43.097600	171.500000	100000.000000	-1000000.000000	
-43.100800	171.500000	100000.000000	-1000000.000000	
-43.104000	171.500000	100000.000000	-1000000.000000	
-43.107200	171.500000	100000.000000	-1000000.000000	
-43.110400	171.500000	100000.000000	-1000000.000000	
-43.113600	171.500000	100000.000000	-1000000.000000	
