Lat	Lon	
-43.400000	172.645000	
-43.400000	172.650000	
-43.400000	172.655000	
-43.400000	172.660000	
-43.400000	172.665000	
-43.400000	172.670000	
-43.400000	172.675000	
-43.400000	172.680000	
-43.400000	172.685000	
-43.400000	172.690000	
-43.400000	172.695000	
-43.400000	172.700000	
-43.400000	172.705000	
-43.400000	172.710000	
-43.400000	172.715000	
-43.400000	172.720000	
-43.400000	172.725000	
-43.400000	172.730000	
-43.400000	172.735000	
-43.400000	172.740000	
-43.400000	172.745000	
-43.400000	172.750000	
-43.400000	172.755000	
-43.400000	172.760000	
-43.400000	172.765000	
-43.400000	172.770000	
-43.400000	172.775000	
-43.400000	172.780000	
-43.400000	172.785000	
-43.400000	172.790000	
-43.400000	172.795000	
-43.400000	172.800000	
-43.400000	172.805000	
-43.400000	172.810000	
-43.400000	172.815000	
-43.400000	172.820000	
-43.400000	172.825000	
-43.400000	172.830000	
-43.400000	172.835000	
-43.400000	172.840000	
-43.400000	172.845000	
-43.400000	172.850000	
-43.400000	172.855000	
-43.400000	172.860000	
-43.400000	172.865000	
-43.400000	172.870000	
-43.400000	172.875000	
-43.400000	172.880000	
-43.400000	172.885000	
-43.400000	172.890000	
-43.400000	172.895000	
-43.400000	172.900000	
-43.400000	172.905000	
-43.400000	172.910000	
-43.400000	172.915000	
-43.400000	172.920000	
-43.400000	172.925000	
-43.400000	172.930000	
-43.400000	172.935000	
-43.400000	172.940000	
-43.400000	172.945000	
-43.400000	172.950000	
-43.400000	172.955000	
-43.400000	172.960000	
-43.400000	172.965000	
-43.400000	172.970000	
-43.400000	172.975000	
-43.400000	172.980000	
-43.400000	172.985000	
-43.400000	172.990000	
-43.400000	172.995000	
-43.400000	173.000000	
-43.400000	173.005000	
-43.400000	173.010000	
-43.400000	173.015000	
-43.400000	173.020000	
-43.400000	173.025000	
-43.400000	173.030000	
-43.400000	173.035000	
-43.400000	173.040000	
-43.400000	173.045000	
-43.400000	173.050000	
-43.400000	173.055000	
-43.400000	173.060000	
-43.400000	173.065000	
-43.400000	173.070000	
-43.400000	173.075000	
-43.400000	173.080000	
-43.400000	173.085000	
-43.400000	173.090000	
-43.400000	173.095000	
-43.400000	173.100000	
-43.400000	173.105000	
-43.400000	173.110000	
-43.400000	173.115000	
-43.400000	173.120000	
-43.400000	173.125000	
-43.400000	173.130000	
-43.400000	173.135000	
-43.400000	173.140000	
-43.400000	173.145000	
-43.400000	173.150000	
-43.400000	173.155000	
-43.400000	173.160000	
-43.400000	173.165000	
-43.400000	173.170000	
-43.400000	173.175000	
-43.400000	173.180000	
-43.400000	173.185000	
-43.400000	173.190000	
-43.400000	173.195000	
-43.400000	173.200000	
-43.400000	173.205000	
-43.400000	173.210000	
-43.400000	173.215000	
-43.400000	173.220000	
-43.400000	173.225000	
-43.400000	173.230000	
-43.400000	173.235000	
-43.400000	173.240000	
-43.400000	173.245000	
-43.400000	173.250000	
-43.400000	173.255000	
-43.400000	173.260000	
-43.400000	173.265000	
-43.400000	173.270000	
-43.400000	173.275000	
-43.400000	173.280000	
-43.400000	173.285000	
-43.400000	173.290000	
-43.400000	173.295000	
-43.400000	173.300000	
-43.400000	173.305000	
-43.400000	173.310000	
-43.400000	173.315000	
-43.400000	173.320000	
-43.400000	173.325000	
-43.400000	173.330000	
-43.400000	173.335000	
-43.400000	173.340000	
-43.400000	173.345000	
-43.400000	173.350000	
-43.400000	173.355000	
-43.400000	173.360000	
-43.400000	173.365000	
-43.400000	173.370000	
-43.400000	173.375000	
-43.400000	173.380000	
-43.400000	173.385000	
-43.400000	173.390000	
-43.400000	173.395000	
-43.400000	173.400000	
-43.400000	173.405000	
-43.400000	173.410000	
-43.400000	173.415000	
-43.400000	173.420000	
-43.400000	173.425000	
-43.400000	173.430000	
-43.400000	173.435000	
-43.400000	173.440000	
-43.400000	173.445000	
-43.400000	173.450000	
-43.400000	173.455000	
-43.400000	173.460000	
-43.400000	173.465000	
-43.400000	173.470000	
-43.400000	173.475000	
-43.400000	173.480000	
-43.400000	173.485000	
-43.400000	173.490000	
-43.400000	173.495000	
-43.400000	173.500000	
