Lat	Lon	
-44.000000	171.000000	
-44.000000	171.005000	
-44.000000	171.010000	
-44.000000	171.015000	
-44.000000	171.020000	
-44.000000	171.025000	
-44.000000	171.030000	
-44.000000	171.035000	
-44.000000	171.040000	
-44.000000	171.045000	
-44.000000	171.050000	
-44.000000	171.055000	
-44.000000	171.060000	
-44.000000	171.065000	
-44.000000	171.070000	
-44.000000	171.075000	
-44.000000	171.080000	
-44.000000	171.085000	
-44.000000	171.090000	
-44.000000	171.095000	
-44.000000	171.100000	
-44.000000	171.105000	
-44.000000	171.110000	
-44.000000	171.115000	
-44.000000	171.120000	
-44.000000	171.125000	
-44.000000	171.130000	
-44.000000	171.135000	
-44.000000	171.140000	
-44.000000	171.145000	
-44.000000	171.150000	
-44.000000	171.155000	
-44.000000	171.160000	
-44.000000	171.165000	
-44.000000	171.170000	
-44.000000	171.175000	
-44.000000	171.180000	
-44.000000	171.185000	
-44.000000	171.190000	
-44.000000	171.195000	
-44.000000	171.200000	
-44.000000	171.205000	
-44.000000	171.210000	
-44.000000	171.215000	
-44.000000	171.220000	
-44.000000	171.225000	
-44.000000	171.230000	
-44.000000	171.235000	
-44.000000	171.240000	
-44.000000	171.245000	
-44.000000	171.250000	
-44.000000	171.255000	
-44.000000	171.260000	
-44.000000	171.265000	
-44.000000	171.270000	
-44.000000	171.275000	
-44.000000	171.280000	
-44.000000	171.285000	
-44.000000	171.290000	
-44.000000	171.295000	
-44.000000	171.300000	
-44.000000	171.305000	
-44.000000	171.310000	
-44.000000	171.315000	
-44.000000	171.320000	
-44.000000	171.325000	
-44.000000	171.330000	
-44.000000	171.335000	
-44.000000	171.340000	
-44.000000	171.345000	
-44.000000	171.350000	
-44.000000	171.355000	
-44.000000	171.360000	
-44.000000	171.365000	
-44.000000	171.370000	
-44.000000	171.375000	
-44.000000	171.380000	
-44.000000	171.385000	
-44.000000	171.390000	
-44.000000	171.395000	
-44.000000	171.400000	
-44.000000	171.405000	
-44.000000	171.410000	
-44.000000	171.415000	
-44.000000	171.420000	
-44.000000	171.425000	
-44.000000	171.430000	
-44.000000	171.435000	
-44.000000	171.440000	
-44.000000	171.445000	
-44.000000	171.450000	
-44.000000	171.455000	
-44.000000	171.460000	
-44.000000	171.465000	
-44.000000	171.470000	
-44.000000	171.475000	
-44.000000	171.480000	
-44.000000	171.485000	
-44.000000	171.490000	
-44.000000	171.495000	
-44.000000	171.500000	
-44.000000	171.505000	
-44.000000	171.510000	
-44.000000	171.515000	
-44.000000	171.520000	
-44.000000	171.525000	
-44.000000	171.530000	
-44.000000	171.535000	
-44.000000	171.540000	
-44.000000	171.545000	
-44.000000	171.550000	
-44.000000	171.555000	
-44.000000	171.560000	
-44.000000	171.565000	
-44.000000	171.570000	
-44.000000	171.575000	
-44.000000	171.580000	
-44.000000	171.585000	
-44.000000	171.590000	
-44.000000	171.595000	
-44.000000	171.600000	
-44.000000	171.605000	
-44.000000	171.610000	
-44.000000	171.615000	
-44.000000	171.620000	
-44.000000	171.625000	
-44.000000	171.630000	
-44.000000	171.635000	
-44.000000	171.640000	
-44.000000	171.645000	
-44.000000	171.650000	
-44.000000	171.655000	
-44.000000	171.660000	
-44.000000	171.665000	
-44.000000	171.670000	
-44.000000	171.675000	
-44.000000	171.680000	
-44.000000	171.685000	
-44.000000	171.690000	
-44.000000	171.695000	
-44.000000	171.700000	
-44.000000	171.705000	
-44.000000	171.710000	
-44.000000	171.715000	
-44.000000	171.720000	
-44.000000	171.725000	
-44.000000	171.730000	
-44.000000	171.735000	
-44.000000	171.740000	
-44.000000	171.745000	
-44.000000	171.750000	
-44.000000	171.755000	
-44.000000	171.760000	
-44.000000	171.765000	
-44.000000	171.770000	
-44.000000	171.775000	
-44.000000	171.780000	
-44.000000	171.785000	
-44.000000	171.790000	
-44.000000	171.795000	
-44.000000	171.800000	
-44.000000	171.805000	
-44.000000	171.810000	
-44.000000	171.815000	
-44.000000	171.820000	
-44.000000	171.825000	
-44.000000	171.830000	
-44.000000	171.835000	
-44.000000	171.840000	
-44.000000	171.845000	
-44.000000	171.850000	
-44.000000	171.855000	
-44.000000	171.860000	
-44.000000	171.865000	
-44.000000	171.870000	
-44.000000	171.875000	
-44.000000	171.880000	
-44.000000	171.885000	
-44.000000	171.890000	
-44.000000	171.895000	
-44.000000	171.900000	
-44.000000	171.905000	
-44.000000	171.910000	
-44.000000	171.915000	
-44.000000	171.920000	
-44.000000	171.925000	
-44.000000	171.930000	
-44.000000	171.935000	
-44.000000	171.940000	
-44.000000	171.945000	
-44.000000	171.950000	
-44.000000	171.955000	
-44.000000	171.960000	
-44.000000	171.965000	
-44.000000	171.970000	
-44.000000	171.975000	
-44.000000	171.980000	
-44.000000	171.985000	
-44.000000	171.990000	
-44.000000	171.995000	
-44.000000	172.000000	
-44.000000	172.005000	
-44.000000	172.010000	
-44.000000	172.015000	
-44.000000	172.020000	
-44.000000	172.025000	
-44.000000	172.030000	
-44.000000	172.035000	
-44.000000	172.040000	
-44.000000	172.045000	
-44.000000	172.050000	
-44.000000	172.055000	
-44.000000	172.060000	
