Lat	Lon	
-43.248000	171.700000	
-43.251200	171.705000	
-43.254400	171.710000	
-43.257600	171.715000	
-43.260800	171.720000	
-43.264000	171.725000	
-43.267200	171.730000	
-43.270400	171.735000	
-43.273600	171.740000	
-43.276800	171.745000	
-43.280000	171.750000	
-43.283200	171.755000	
-43.286400	171.760000	
-43.289600	171.765000	
-43.292800	171.770000	
-43.296000	171.775000	
-43.299200	171.780000	
-43.302400	171.785000	
-43.305600	171.790000	
-43.308800	171.795000	
-43.312000	171.800000	
-43.315200	171.805000	
-43.318400	171.810000	
-43.321600	171.815000	
-43.324800	171.820000	
-43.328000	171.825000	
-43.331200	171.830000	
-43.334400	171.835000	
-43.337600	171.840000	
-43.340800	171.845000	
-43.344000	171.850000	
-43.347200	171.855000	
-43.350400	171.860000	
-43.353600	171.865000	
-43.356800	171.870000	
-43.360000	171.875000	
-43.363200	171.880000	
-43.366400	171.885000	
-43.369600	171.890000	
-43.372800	171.895000	
-43.376000	171.900000	
-43.379200	171.905000	
-43.382400	171.910000	
-43.385600	171.915000	
-43.388800	171.920000	
-43.392000	171.925000	
-43.395200	171.930000	
-43.398400	171.935000	
-43.401600	171.940000	
-43.404800	171.945000	
-43.408000	171.950000	
-43.411200	171.955000	
-43.414400	171.960000	
-43.417600	171.965000	
-43.420800	171.970000	
-43.424000	171.975000	
-43.427200	171.980000	
-43.430400	171.985000	
-43.433600	171.990000	
-43.436800	171.995000	
-43.440000	172.000000	
-43.443200	172.005000	
-43.446400	172.010000	
-43.449600	172.015000	
-43.452800	172.020000	
-43.456000	172.025000	
-43.459200	172.030000	
-43.462400	172.035000	
-43.465600	172.040000	
-43.468800	172.045000	
-43.472000	172.050000	
-43.475200	172.055000	
-43.478400	172.060000	
-43.481600	172.065000	
-43.484800	172.070000	
-43.488000	172.075000	
-43.491200	172.080000	
-43.494400	172.085000	
-43.497600	172.090000	
-43.500800	172.095000	
-43.504000	172.100000	
-43.507200	172.105000	
-43.510400	172.110000	
-43.513600	172.115000	
-43.516800	172.120000	
-43.520000	172.125000	
-43.523200	172.130000	
-43.526400	172.135000	
-43.529600	172.140000	
-43.532800	172.145000	
-43.536000	172.150000	
-43.539200	172.155000	
-43.542400	172.160000	
-43.545600	172.165000	
-43.548800	172.170000	
-43.552000	172.175000	
-43.555200	172.180000	
-43.558400	172.185000	
-43.561600	172.190000	
-43.564800	172.195000	
-43.568000	172.200000	
-43.571200	172.205000	
-43.574400	172.210000	
-43.577600	172.215000	
-43.580800	172.220000	
-43.584000	172.225000	
-43.587200	172.230000	
-43.590400	172.235000	
-43.593600	172.240000	
-43.596800	172.245000	
-43.600000	172.250000	
-43.603200	172.255000	
-43.606400	172.260000	
-43.609600	172.265000	
-43.612800	172.270000	
-43.616000	172.275000	
-43.619200	172.280000	
-43.622400	172.285000	
-43.625600	172.290000	
-43.628800	172.295000	
-43.632000	172.300000	
-43.635200	172.305000	
-43.638400	172.310000	
-43.641600	172.315000	
-43.644800	172.320000	
-43.648000	172.325000	
-43.651200	172.330000	
-43.654400	172.335000	
-43.657600	172.340000	
-43.660800	172.345000	
-43.664000	172.350000	
-43.667200	172.355000	
-43.670400	172.360000	
-43.673600	172.365000	
-43.676800	172.370000	
-43.680000	172.375000	
-43.683200	172.380000	
-43.686400	172.385000	
-43.689600	172.390000	
-43.692800	172.395000	
-43.696000	172.400000	
-43.699200	172.405000	
-43.702400	172.410000	
-43.705600	172.415000	
-43.708800	172.420000	
-43.712000	172.425000	
-43.715200	172.430000	
-43.718400	172.435000	
-43.721600	172.440000	
-43.724800	172.445000	
-43.728000	172.450000	
-43.731200	172.455000	
-43.734400	172.460000	
-43.737600	172.465000	
-43.740800	172.470000	
-43.744000	172.475000	
-43.747200	172.480000	
-43.750400	172.485000	
-43.753600	172.490000	
-43.756800	172.495000	
-43.760000	172.500000	
-43.763200	172.505000	
-43.766400	172.510000	
-43.769600	172.515000	
-43.772800	172.520000	
-43.776000	172.525000	
-43.779200	172.530000	
-43.782400	172.535000	
-43.785600	172.540000	
-43.788800	172.545000	
-43.792000	172.550000	
-43.795200	172.555000	
-43.798400	172.560000	
-43.801600	172.565000	
-43.804800	172.570000	
-43.808000	172.575000	
-43.811200	172.580000	
-43.814400	172.585000	
-43.817600	172.590000	
-43.820800	172.595000	
-43.824000	172.600000	
-43.827200	172.605000	
-43.830400	172.610000	
-43.833600	172.615000	
-43.836800	172.620000	
-43.840000	172.625000	
-43.843200	172.630000	
-43.846400	172.635000	
-43.849600	172.640000	
-43.852800	172.645000	
-43.856000	172.650000	
-43.859200	172.655000	
-43.862400	172.660000	
-43.865600	172.665000	
-43.868800	172.670000	
-43.872000	172.675000	
-43.875200	172.680000	
-43.878400	172.685000	
-43.881600	172.690000	
-43.884800	172.695000	
-43.888000	172.700000	
-43.891200	172.705000	
-43.894400	172.710000	
-43.897600	172.715000	
-43.900800	172.720000	
-43.904000	172.725000	
-43.907200	172.730000	
-43.910400	172.735000	
-43.913600	172.740000	
-43.916800	172.745000	
-43.920000	172.750000	
-43.923200	172.755000	
-43.926400	172.760000	
-43.929600	172.765000	
-43.932800	172.770000	
-43.936000	172.775000	
-43.939200	172.780000	
-43.942400	172.785000	
-43.945600	172.790000	
-43.948800	172.795000	
-43.952000	172.800000	
-43.955200	172.805000	
-43.958400	172.810000	
-43.961600	172.815000	
-43.964800	172.820000	
-43.968000	172.825000	
-43.971200	172.830000	
-43.974400	172.835000	
-43.977600	172.840000	
-43.980800	172.845000	
-43.984000	172.850000	
-43.987200	172.855000	
-43.990400	172.860000	
-43.993600	172.865000	
-43.996800	172.870000	
-44.000000	172.875000	
-44.003200	172.880000	
-44.006400	172.885000	
-44.009600	172.890000	
-44.012800	172.895000	
-44.016000	172.900000	
-44.019200	172.905000	
-44.022400	172.910000	
-44.025600	172.915000	
-44.028800	172.920000	
-44.032000	172.925000	
-44.035200	172.930000	
-44.038400	172.935000	
-44.041600	172.940000	
-44.044800	172.945000	
-44.048000	172.950000	
-44.051200	172.955000	
-44.054400	172.960000	
-44.057600	172.965000	
-44.060800	172.970000	
-44.064000	172.975000	
-44.067200	172.980000	
-44.070400	172.985000	
-44.073600	172.990000	
-44.076800	172.995000	
-44.080000	173.000000	
-44.083200	173.005000	
-44.086400	173.010000	
-44.089600	173.015000	
-44.092800	173.020000	
-44.096000	173.025000	
-44.099200	173.030000	
-44.102400	173.035000	
-44.105600	173.040000	
-44.108800	173.045000	
-44.112000	173.050000	
-44.115200	173.055000	
-44.118400	173.060000	
-44.121600	173.065000	
-44.124800	173.070000	
-44.128000	173.075000	
-44.131200	173.080000	
-44.134400	173.085000	
-44.137600	173.090000	
-44.140800	173.095000	
-44.144000	173.100000	
-44.147200	173.105000	
-44.150400	173.110000	
-44.153600	173.115000	
-44.156800	173.120000	
-44.160000	173.125000	
-44.163200	173.130000	
-44.166400	173.135000	
-44.169600	173.140000	
-44.172800	173.145000	
-44.176000	173.150000	
-44.179200	173.155000	
-44.182400	173.160000	
-44.185600	173.165000	
-44.188800	173.170000	
-44.192000	173.175000	
-44.195200	173.180000	
-44.198400	173.185000	
-44.201600	173.190000	
-44.204800	173.195000	
-44.208000	173.200000	
-44.211200	173.205000	
-44.214400	173.210000	
-44.217600	173.215000	
-44.220800	173.220000	
-44.224000	173.225000	
-44.227200	173.230000	
-44.230400	173.235000	
-44.233600	173.240000	
-44.236800	173.245000	
-44.240000	173.250000	
-44.243200	173.255000	
-44.246400	173.260000	
-44.249600	173.265000	
-44.252800	173.270000	
-44.256000	173.275000	
-44.259200	173.280000	
-44.262400	173.285000	
-44.265600	173.290000	
-44.268800	173.295000	
-44.272000	173.300000	
-44.275200	173.305000	
-44.278400	173.310000	
-44.281600	173.315000	
-44.284800	173.320000	
-44.288000	173.325000	
-44.291200	173.330000	
-44.294400	173.335000	
-44.297600	173.340000	
-44.300800	173.345000	
-44.304000	173.350000	
-44.307200	173.355000	
-44.310400	173.360000	
-44.313600	173.365000	
-44.316800	173.370000	
-44.320000	173.375000	
-44.323200	173.380000	
-44.326400	173.385000	
-44.329600	173.390000	
-44.332800	173.395000	
-44.336000	173.400000	
-44.339200	173.405000	
-44.342400	173.410000	
-44.345600	173.415000	
-44.348800	173.420000	
-44.352000	173.425000	
-44.355200	173.430000	
-44.358400	173.435000	
-44.361600	173.440000	
-44.364800	173.445000	
-44.368000	173.450000	
-44.371200	173.455000	
-44.374400	173.460000	
-44.377600	173.465000	
-44.380800	173.470000	
-44.384000	173.475000	
-44.387200	173.480000	
-44.390400	173.485000	
-44.393600	173.490000	
-44.396800	173.495000	
-44.400000	173.500000	
