Lat	Lon	posInfSurf	negInfSurf	
-42.800000	173.000000	100000.000000	-1000000.000000	
-42.803200	173.000000	100000.000000	-1000000.000000	
-42.806400	173.000000	100000.000000	-1000000.000000	
-42.809600	173.000000	100000.000000	-1000000.000000	
-42.812800	173.000000	100000.000000	-1000000.000000	
-42.816000	173.000000	100000.000000	-1000000.000000	
-42.819200	173.000000	100000.000000	-1000000.000000	
-42.822400	173.000000	100000.000000	-1000000.000000	
-42.825600	173.000000	100000.000000	-1000000.000000	
-42.828800	173.000000	100000.000000	-1000000.000000	
-42.832000	173.000000	100000.000000	-1000000.000000	
-42.835200	173.000000	100000.000000	-1000000.000000	
-42.838400	173.000000	100000.000000	-1000000.000000	
-42.841600	173.000000	100000.000000	-1000000.000000	
-42.844800	173.000000	100000.000000	-1000000.000000	
-42.848000	173.000000	100000.000000	-1000000.000000	
-42.851200	173.000000	100000.000000	-1000000.000000	
-42.854400	173.000000	100000.000000	-1000000.000000	
-42.857600	173.000000	100000.000000	-1000000.000000	
-42.860800	173.000000	100000.000000	-1000000.000000	
-42.864000	173.000000	100000.000000	-1000000.000000	
-42.867200	173.000000	100000.000000	-1000000.000000	
-42.870400	173.000000	100000.000000	-1000000.000000	
-42.873600	173.000000	100000.000000	-1000000.000000	
-42.876800	173.000000	100000.000000	-1000000.000000	
-42.880000	173.000000	100000.000000	-1000000.000000	
-42.883200	173.000000	100000.000000	-1000000.000000	
-42.886400	173.000000	100000.000000	-1000000.000000	
-42.889600	173.000000	100000.000000	-1000000.000000	
-42.892800	173.000000	100000.000000	-1000000.000000	
-42.896000	173.000000	100000.000000	-1000000.000000	
-42.899200	173.000000	100000.000000	-1000000.000000	
-42.902400	173.000000	100000.000000	-1000000.000000	
-42.905600	173.000000	100000.000000	-1000000.000000	
-42.908800	173.000000	100000.000000	-1000000.000000	
-42.912000	173.000000	100000.000000	-1000000.000000	
-42.915200	173.000000	100000.000000	-1000000.000000	
-42.918400	173.000000	100000.000000	-1000000.000000	
-42.921600	173.000000	100000.000000	-1000000.000000	
-42.924800	173.000000	100000.000000	-1000000.000000	
-42.928000	173.000000	100000.000000	-1000000.000000	
-42.931200	173.000000	100000.000000	-1000000.000000	
-42.934400	173.000000	100000.000000	-1000000.000000	
-42.937600	173.000000	100000.000000	-1000000.000000	
-42.940800	173.000000	100000.000000	-1000000.000000	
-42.944000	173.000000	100000.000000	-1000000.000000	
-42.947200	173.000000	100000.000000	-1000000.000000	
-42.950400	173.000000	100000.000000	-1000000.000000	
-42.953600	173.000000	100000.000000	-1000000.000000	
-42.956800	173.000000	100000.000000	-1000000.000000	
-42.960000	173.000000	100000.000000	-1000000.000000	
-42.963200	173.000000	100000.000000	-1000000.000000	
-42.966400	173.000000	100000.000000	-1000000.000000	
-42.969600	173.000000	100000.000000	-1000000.000000	
-42.972800	173.000000	100000.000000	-1000000.000000	
-42.976000	173.000000	100000.000000	-1000000.000000	
-42.979200	173.000000	100000.000000	-1000000.000000	
-42.982400	173.000000	100000.000000	-1000000.000000	
-42.985600	173.000000	100000.000000	-1000000.000000	
-42.988800	173.000000	100000.000000	-1000000.000000	
-42.992000	173.000000	100000.000000	-1000000.000000	
-42.995200	173.000000	100000.000000	-1000000.000000	
-42.998400	173.000000	100000.000000	-1000000.000000	
-43.001600	173.000000	100000.000000	-1000000.000000	
-43.004800	173.000000	100000.000000	-1000000.000000	
-43.008000	173.000000	100000.000000	-1000000.000000	
-43.011200	173.000000	100000.000000	-1000000.000000	
-43.014400	173.000000	100000.000000	-1000000.000000	
-43.017600	173.000000	100000.000000	-1000000.000000	
-43.020800	173.000000	100000.000000	-1000000.000000	
-43.024000	173.000000	100000.000000	-1000000.000000	
-43.027200	173.000000	100000.000000	-1000000.000000	
-43.030400	173.000000	100000.000000	-1000000.000000	
-43.033600	173.000000	100000.000000	-1000000.000000	
-43.036800	173.000000	100000.000000	-1000000.000000	
-43.040000	173.000000	100000.000000	-1000000.000000	
-43.043200	173.000000	100000.000000	-1000000.000000	
-43.046400	173.000000	100000.000000	-1000000.000000	
-43.049600	173.000000	100000.000000	-1000000.000000	
-43.052800	173.000000	100000.000000	-1000000.000000	
-43.056000	173.000000	100000.000000	-1000000.000000	
-43.059200	173.000000	100000.000000	-1000000.000000	
-43.062400	173.000000	100000.000000	-1000000.000000	
-43.065600	173.000000	100000.000000	-1000000.000000	
-43.068800	173.000000	100000.000000	-1000000.000000	
-43.072000	173.000000	100000.000000	-1000000.000000	
-43.075200	173.000000	100000.000000	-1000000.000000	
-43.078400	173.000000	100000.000000	-1000000.000000	
-43.081600	173.000000	100000.000000	-1000000.000000	
-43.084800	173.000000	100000.000000	-1000000.000000	
-43.088000	173.000000	100000.000000	-1000000.000000	
-43.091200	173.000000	100000.000000	-1000000.000000	
-43.094400	173.000000	100000.000000	-1000000.000000	
-43.097600	173.000000	100000.000000	-1000000.000000	
-43.100800	173.000000	100000.000000	-1000000.000000	
-43.104000	173.000000	100000.000000	-1000000.000000	
-43.107200	173.000000	100000.000000	-1000000.000000	
-43.110400	173.000000	100000.000000	-1000000.000000	
-43.113600	173.000000	100000.000000	-1000000.000000	
-43.116800	173.000000	100000.000000	-1000000.000000	
-43.120000	173.000000	100000.000000	-1000000.000000	
-43.123200	173.000000	100000.000000	-1000000.000000	
-43.126400	173.000000	100000.000000	-1000000.000000	
-43.129600	173.000000	100000.000000	-1000000.000000	
-43.132800	173.000000	100000.000000	-1000000.000000	
-43.136000	173.000000	100000.000000	-1000000.000000	
-43.139200	173.000000	100000.000000	-1000000.000000	
-43.142400	173.000000	100000.000000	-1000000.000000	
-43.145600	173.000000	100000.000000	-1000000.000000	
-43.148800	173.000000	100000.000000	-1000000.000000	
-43.152000	173.000000	100000.000000	-1000000.000000	
-43.155200	173.000000	100000.000000	-1000000.000000	
-43.158400	173.000000	100000.000000	-1000000.000000	
-43.161600	173.000000	100000.000000	-1000000.000000	
-43.164800	173.000000	100000.000000	-1000000.000000	
-43.168000	173.000000	100000.000000	-1000000.000000	
-43.171200	173.000000	100000.000000	-1000000.000000	
-43.174400	173.000000	100000.000000	-1000000.000000	
-43.177600	173.000000	100000.000000	-1000000.000000	
-43.180800	173.000000	100000.000000	-1000000.000000	
-43.184000	173.000000	100000.000000	-1000000.000000	
-43.187200	173.000000	100000.000000	-1000000.000000	
-43.190400	173.000000	100000.000000	-1000000.000000	
-43.193600	173.000000	100000.000000	-1000000.000000	
-43.196800	173.000000	100000.000000	-1000000.000000	
-43.200000	173.000000	100000.000000	-1000000.000000	
-43.203200	173.000000	100000.000000	-1000000.000000	
-43.206400	173.000000	100000.000000	-1000000.000000	
-43.209600	173.000000	100000.000000	-1000000.000000	
-43.212800	173.000000	100000.000000	-1000000.000000	
-43.216000	173.000000	100000.000000	-1000000.000000	
-43.219200	173.000000	100000.000000	-1000000.000000	
-43.222400	173.000000	100000.000000	-1000000.000000	
-43.225600	173.000000	100000.000000	-1000000.000000	
-43.228800	173.000000	100000.000000	-1000000.000000	
-43.232000	173.000000	100000.000000	-1000000.000000	
-43.235200	173.000000	100000.000000	-1000000.000000	
-43.238400	173.000000	100000.000000	-1000000.000000	
-43.241600	173.000000	100000.000000	-1000000.000000	
-43.244800	173.000000	100000.000000	-1000000.000000	
-43.248000	173.000000	100000.000000	-1000000.000000	
-43.251200	173.000000	100000.000000	-1000000.000000	
-43.254400	173.000000	100000.000000	-1000000.000000	
-43.257600	173.000000	100000.000000	-1000000.000000	
-43.260800	173.000000	100000.000000	-1000000.000000	
-43.264000	173.000000	100000.000000	-1000000.000000	
-43.267200	173.000000	100000.000000	-1000000.000000	
-43.270400	173.000000	100000.000000	-1000000.000000	
-43.273600	173.000000	100000.000000	-1000000.000000	
-43.276800	173.000000	100000.000000	-1000000.000000	
-43.280000	173.000000	100000.000000	-1000000.000000	
-43.283200	173.000000	100000.000000	-1000000.000000	
-43.286400	173.000000	100000.000000	-1000000.000000	
-43.289600	173.000000	100000.000000	-1000000.000000	
-43.292800	173.000000	100000.000000	-1000000.000000	
-43.296000	173.000000	100000.000000	-1000000.000000	
-43.299200	173.000000	100000.000000	-1000000.000000	
-43.302400	173.000000	100000.000000	-1000000.000000	
-43.305600	173.000000	100000.000000	-1000000.000000	
-43.308800	173.000000	100000.000000	-1000000.000000	
-43.312000	173.000000	100000.000000	-1000000.000000	
-43.315200	173.000000	100000.000000	-1000000.000000	
-43.318400	173.000000	100000.000000	-1000000.000000	
-43.321600	173.000000	100000.000000	-1000000.000000	
-43.324800	173.000000	100000.000000	-1000000.000000	
-43.328000	173.000000	100000.000000	-1000000.000000	
-43.331200	173.000000	100000.000000	-1000000.000000	
-43.334400	173.000000	100000.000000	-1000000.000000	
-43.337600	173.000000	100000.000000	-1000000.000000	
-43.340800	173.000000	100000.000000	-1000000.000000	
-43.344000	173.000000	100000.000000	-1000000.000000	
-43.347200	173.000000	100000.000000	-1000000.000000	
-43.350400	173.000000	100000.000000	-1000000.000000	
-43.353600	173.000000	100000.000000	-1000000.000000	
-43.356800	173.000000	100000.000000	-1000000.000000	
-43.360000	173.000000	100000.000000	-1000000.000000	
-43.363200	173.000000	100000.000000	-1000000.000000	
-43.366400	173.000000	100000.000000	-1000000.000000	
-43.369600	173.000000	100000.000000	-1000000.000000	
-43.372800	173.000000	100000.000000	-1000000.000000	
-43.376000	173.000000	100000.000000	-1000000.000000	
-43.379200	173.000000	100000.000000	-1000000.000000	
-43.382400	173.000000	100000.000000	-1000000.000000	
-43.385600	173.000000	100000.000000	-1000000.000000	
-43.388800	173.000000	100000.000000	-1000000.000000	
-43.392000	173.000000	100000.000000	-1000000.000000	
-43.395200	173.000000	100000.000000	-1000000.000000	
-43.398400	173.000000	100000.000000	-1000000.000000	
-43.401600	173.000000	100000.000000	-1000000.000000	
-43.404800	173.000000	100000.000000	-1000000.000000	
-43.408000	173.000000	100000.000000	-1000000.000000	
-43.411200	173.000000	100000.000000	-1000000.000000	
-43.414400	173.000000	100000.000000	-1000000.000000	
-43.417600	173.000000	100000.000000	-1000000.000000	
-43.420800	173.000000	100000.000000	-1000000.000000	
-43.424000	173.000000	100000.000000	-1000000.000000	
-43.427200	173.000000	100000.000000	-1000000.000000	
-43.430400	173.000000	100000.000000	-1000000.000000	
-43.433600	173.000000	100000.000000	-1000000.000000	
-43.436800	173.000000	100000.000000	-1000000.000000	
-43.440000	173.000000	100000.000000	-1000000.000000	
-43.443200	173.000000	100000.000000	-1000000.000000	
-43.446400	173.000000	100000.000000	-1000000.000000	
-43.449600	173.000000	100000.000000	-1000000.000000	
-43.452800	173.000000	100000.000000	-1000000.000000	
-43.456000	173.000000	100000.000000	-1000000.000000	
-43.459200	173.000000	100000.000000	-1000000.000000	
-43.462400	173.000000	100000.000000	-1000000.000000	
-43.465600	173.000000	100000.000000	-1000000.000000	
-43.468800	173.000000	100000.000000	-1000000.000000	
-43.472000	173.000000	100000.000000	-1000000.000000	
-43.475200	173.000000	100000.000000	-1000000.000000	
-43.478400	173.000000	100000.000000	-1000000.000000	
-43.481600	173.000000	100000.000000	-1000000.000000	
-43.484800	173.000000	100000.000000	-1000000.000000	
-43.488000	173.000000	100000.000000	-1000000.000000	
-43.491200	173.000000	100000.000000	-1000000.000000	
-43.494400	173.000000	100000.000000	-1000000.000000	
-43.497600	173.000000	100000.000000	-1000000.000000	
-43.500800	173.000000	100000.000000	-1000000.000000	
-43.504000	173.000000	100000.000000	-1000000.000000	
-43.507200	173.000000	100000.000000	-1000000.000000	
-43.510400	173.000000	100000.000000	-1000000.000000	
-43.513600	173.000000	100000.000000	-1000000.000000	
-43.516800	173.000000	100000.000000	-1000000.000000	
-43.520000	173.000000	100000.000000	-1000000.000000	
-43.523200	173.000000	100000.000000	-1000000.000000	
-43.526400	173.000000	100000.000000	-1000000.000000	
-43.529600	173.000000	100000.000000	-1000000.000000	
-43.532800	173.000000	100000.000000	-1000000.000000	
-43.536000	173.000000	100000.000000	-1000000.000000	
-43.539200	173.000000	100000.000000	-1000000.000000	
-43.542400	173.000000	100000.000000	-1000000.000000	
-43.545600	173.000000	100000.000000	-1000000.000000	
-43.548800	173.000000	100000.000000	-1000000.000000	
-43.552000	173.000000	100000.000000	-1000000.000000	
-43.555200	173.000000	100000.000000	-1000000.000000	
-43.558400	173.000000	100000.000000	-1000000.000000	
-43.561600	173.000000	100000.000000	-1000000.000000	
-43.564800	173.000000	100000.000000	-1000000.000000	
-43.568000	173.000000	100000.000000	-1000000.000000	
-43.571200	173.000000	100000.000000	-1000000.000000	
-43.574400	173.000000	100000.000000	-1000000.000000	
-43.577600	173.000000	100000.000000	-1000000.000000	
-43.580800	173.000000	100000.000000	-1000000.000000	
-43.584000	173.000000	100000.000000	-1000000.000000	
-43.587200	173.000000	100000.000000	-1000000.000000	
-43.590400	173.000000	100000.000000	-1000000.000000	
-43.593600	173.000000	100000.000000	-1000000.000000	
-43.596800	173.000000	100000.000000	-1000000.000000	
-43.600000	173.000000	100000.000000	-1000000.000000	
-43.603200	173.000000	100000.000000	-1000000.000000	
-43.606400	173.000000	100000.000000	-1000000.000000	
-43.609600	173.000000	100000.000000	-1000000.000000	
-43.612800	173.000000	100000.000000	-1000000.000000	
-43.616000	173.000000	100000.000000	-1000000.000000	
-43.619200	173.000000	100000.000000	-1000000.000000	
-43.622400	173.000000	100000.000000	-1000000.000000	
-43.625600	173.000000	100000.000000	-1000000.000000	
-43.628800	173.000000	100000.000000	-1000000.000000	
-43.632000	173.000000	100000.000000	-1000000.000000	
-43.635200	173.000000	100000.000000	-1000000.000000	
-43.638400	173.000000	100000.000000	-1000000.000000	
-43.641600	173.000000	100000.000000	-1000000.000000	
-43.644800	173.000000	100000.000000	-1000000.000000	
-43.648000	173.000000	100000.000000	-1000000.000000	
-43.651200	173.000000	100000.000000	-1000000.000000	
-43.654400	173.000000	100000.000000	-1000000.000000	
-43.657600	173.000000	100000.000000	-1000000.000000	
-43.660800	173.000000	100000.000000	-1000000.000000	
-43.664000	173.000000	100000.000000	-1000000.000000	
-43.667200	173.000000	100000.000000	-1000000.000000	
-43.670400	173.000000	100000.000000	-1000000.000000	
-43.673600	173.000000	100000.000000	-1000000.000000	
-43.676800	173.000000	100000.000000	-1000000.000000	
-43.680000	173.000000	100000.000000	-1000000.000000	
-43.683200	173.000000	100000.000000	-1000000.000000	
-43.686400	173.000000	100000.000000	-1000000.000000	
-43.689600	173.000000	100000.000000	-1000000.000000	
-43.692800	173.000000	100000.000000	-1000000.000000	
-43.696000	173.000000	100000.000000	-1000000.000000	
-43.699200	173.000000	100000.000000	-1000000.000000	
-43.702400	173.000000	100000.000000	-1000000.000000	
-43.705600	173.000000	100000.000000	-1000000.000000	
-43.708800	173.000000	100000.000000	-1000000.000000	
-43.712000	173.000000	100000.000000	-1000000.000000	
-43.715200	173.000000	100000.000000	-1000000.000000	
-43.718400	173.000000	100000.000000	-1000000.000000	
-43.721600	173.000000	100000.000000	-1000000.000000	
-43.724800	173.000000	100000.000000	-1000000.000000	
-43.728000	173.000000	100000.000000	-1000000.000000	
-43.731200	173.000000	100000.000000	-1000000.000000	
-43.734400	173.000000	100000.000000	-1000000.000000	
-43.737600	173.000000	100000.000000	-1000000.000000	
-43.740800	173.000000	100000.000000	-1000000.000000	
-43.744000	173.000000	100000.000000	-1000000.000000	
-43.747200	173.000000	100000.000000	-1000000.000000	
-43.750400	173.000000	100000.000000	-1000000.000000	
-43.753600	173.000000	100000.000000	-1000000.000000	
-43.756800	173.000000	100000.000000	-1000000.000000	
-43.760000	173.000000	100000.000000	-1000000.000000	
-43.763200	173.000000	100000.000000	-1000000.000000	
-43.766400	173.000000	100000.000000	-1000000.000000	
-43.769600	173.000000	100000.000000	-1000000.000000	
-43.772800	173.000000	100000.000000	-1000000.000000	
-43.776000	173.000000	100000.000000	-1000000.000000	
-43.779200	173.000000	100000.000000	-1000000.000000	
-43.782400	173.000000	100000.000000	-1000000.000000	
-43.785600	173.000000	100000.000000	-1000000.000000	
-43.788800	173.000000	100000.000000	-1000000.000000	
