Lat	Lon	posInfSurf	negInfSurf	
-42.800000	172.500000	100000.000000	-1000000.000000	
-42.803200	172.500000	100000.000000	-1000000.000000	
-42.806400	172.500000	100000.000000	-1000000.000000	
-42.809600	172.500000	100000.000000	-1000000.000000	
-42.812800	172.500000	100000.000000	-1000000.000000	
-42.816000	172.500000	100000.000000	-1000000.000000	
-42.819200	172.500000	100000.000000	-1000000.000000	
-42.822400	172.500000	100000.000000	-1000000.000000	
-42.825600	172.500000	100000.000000	-1000000.000000	
-42.828800	172.500000	100000.000000	-1000000.000000	
-42.832000	172.500000	100000.000000	-1000000.000000	
-42.835200	172.500000	100000.000000	-1000000.000000	
-42.838400	172.500000	100000.000000	-1000000.000000	
-42.841600	172.500000	100000.000000	-1000000.000000	
-42.844800	172.500000	100000.000000	-1000000.000000	
-42.848000	172.500000	100000.000000	-1000000.000000	
-42.851200	172.500000	100000.000000	-1000000.000000	
-42.854400	172.500000	100000.000000	-1000000.000000	
-42.857600	172.500000	100000.000000	-1000000.000000	
-42.860800	172.500000	100000.000000	-1000000.000000	
-42.864000	172.500000	100000.000000	-1000000.000000	
-42.867200	172.500000	100000.000000	-1000000.000000	
-42.870400	172.500000	100000.000000	-1000000.000000	
-42.873600	172.500000	100000.000000	-1000000.000000	
-42.876800	172.500000	100000.000000	-1000000.000000	
-42.880000	172.500000	100000.000000	-1000000.000000	
-42.883200	172.500000	100000.000000	-1000000.000000	
-42.886400	172.500000	100000.000000	-1000000.000000	
-42.889600	172.500000	100000.000000	-1000000.000000	
-42.892800	172.500000	100000.000000	-1000000.000000	
-42.896000	172.500000	100000.000000	-1000000.000000	
-42.899200	172.500000	100000.000000	-1000000.000000	
-42.902400	172.500000	100000.000000	-1000000.000000	
-42.905600	172.500000	100000.000000	-1000000.000000	
-42.908800	172.500000	100000.000000	-1000000.000000	
-42.912000	172.500000	100000.000000	-1000000.000000	
-42.915200	172.500000	100000.000000	-1000000.000000	
-42.918400	172.500000	100000.000000	-1000000.000000	
-42.921600	172.500000	100000.000000	-1000000.000000	
-42.924800	172.500000	100000.000000	-1000000.000000	
-42.928000	172.500000	100000.000000	-1000000.000000	
