Lat	Lon	posInfSurf	negInfSurf	
-42.800000	171.000000	100000.000000	-1000000.000000	
-42.803200	171.005000	100000.000000	-1000000.000000	
-42.806400	171.010000	100000.000000	-1000000.000000	
-42.809600	171.015000	100000.000000	-1000000.000000	
-42.812800	171.020000	100000.000000	-1000000.000000	
-42.816000	171.025000	100000.000000	-1000000.000000	
-42.819200	171.030000	100000.000000	-1000000.000000	
-42.822400	171.035000	100000.000000	-1000000.000000	
-42.825600	171.040000	100000.000000	-1000000.000000	
-42.828800	171.045000	100000.000000	-1000000.000000	
-42.832000	171.050000	100000.000000	-1000000.000000	
-42.835200	171.055000	100000.000000	-1000000.000000	
-42.838400	171.060000	100000.000000	-1000000.000000	
-42.841600	171.065000	100000.000000	-1000000.000000	
-42.844800	171.070000	100000.000000	-1000000.000000	
-42.848000	171.075000	100000.000000	-1000000.000000	
-42.851200	171.080000	100000.000000	-1000000.000000	
-42.854400	171.085000	100000.000000	-1000000.000000	
-42.857600	171.090000	100000.000000	-1000000.000000	
-42.860800	171.095000	100000.000000	-1000000.000000	
-42.864000	171.100000	100000.000000	-1000000.000000	
-42.867200	171.105000	100000.000000	-1000000.000000	
-42.870400	171.110000	100000.000000	-1000000.000000	
-42.873600	171.115000	100000.000000	-1000000.000000	
-42.876800	171.120000	100000.000000	-1000000.000000	
-42.880000	171.125000	100000.000000	-1000000.000000	
-42.883200	171.130000	100000.000000	-1000000.000000	
-42.886400	171.135000	100000.000000	-1000000.000000	
-42.889600	171.140000	100000.000000	-1000000.000000	
-42.892800	171.145000	100000.000000	-1000000.000000	
-42.896000	171.150000	100000.000000	-1000000.000000	
-42.899200	171.155000	100000.000000	-1000000.000000	
-42.902400	171.160000	100000.000000	-1000000.000000	
-42.905600	171.165000	100000.000000	-1000000.000000	
-42.908800	171.170000	100000.000000	-1000000.000000	
-42.912000	171.175000	100000.000000	-1000000.000000	
-42.915200	171.180000	100000.000000	-1000000.000000	
-42.918400	171.185000	100000.000000	-1000000.000000	
-42.921600	171.190000	100000.000000	-1000000.000000	
-42.924800	171.195000	100000.000000	-1000000.000000	
-42.928000	171.200000	100000.000000	-1000000.000000	
-42.931200	171.205000	100000.000000	-1000000.000000	
-42.934400	171.210000	100000.000000	-1000000.000000	
-42.937600	171.215000	100000.000000	-1000000.000000	
-42.940800	171.220000	100000.000000	-1000000.000000	
-42.944000	171.225000	100000.000000	-1000000.000000	
-42.947200	171.230000	100000.000000	-1000000.000000	
-42.950400	171.235000	100000.000000	-1000000.000000	
-42.953600	171.240000	100000.000000	-1000000.000000	
-42.956800	171.245000	100000.000000	-1000000.000000	
-42.960000	171.250000	100000.000000	-1000000.000000	
-42.963200	171.255000	100000.000000	-1000000.000000	
-42.966400	171.260000	100000.000000	-1000000.000000	
-42.969600	171.265000	100000.000000	-1000000.000000	
-42.972800	171.270000	100000.000000	-1000000.000000	
-42.976000	171.275000	100000.000000	-1000000.000000	
-42.979200	171.280000	100000.000000	-1000000.000000	
-42.982400	171.285000	100000.000000	-1000000.000000	
-42.985600	171.290000	100000.000000	-1000000.000000	
-42.988800	171.295000	100000.000000	-1000000.000000	
-42.992000	171.300000	100000.000000	-1000000.000000	
-42.995200	171.305000	100000.000000	-1000000.000000	
-42.998400	171.310000	100000.000000	-1000000.000000	
-43.001600	171.315000	100000.000000	-1000000.000000	
-43.004800	171.320000	100000.000000	-1000000.000000	
-43.008000	171.325000	100000.000000	-1000000.000000	
-43.011200	171.330000	100000.000000	-1000000.000000	
-43.014400	171.335000	100000.000000	-1000000.000000	
-43.017600	171.340000	100000.000000	-1000000.000000	
-43.020800	171.345000	100000.000000	-1000000.000000	
-43.024000	171.350000	100000.000000	-1000000.000000	
-43.027200	171.355000	100000.000000	-1000000.000000	
-43.030400	171.360000	100000.000000	-1000000.000000	
-43.033600	171.365000	100000.000000	-1000000.000000	
-43.036800	171.370000	100000.000000	-1000000.000000	
-43.040000	171.375000	100000.000000	-1000000.000000	
-43.043200	171.380000	100000.000000	-1000000.000000	
-43.046400	171.385000	100000.000000	-1000000.000000	
-43.049600	171.390000	100000.000000	-1000000.000000	
-43.052800	171.395000	100000.000000	-1000000.000000	
-43.056000	171.400000	100000.000000	-1000000.000000	
-43.059200	171.405000	100000.000000	-1000000.000000	
-43.062400	171.410000	100000.000000	-1000000.000000	
-43.065600	171.415000	100000.000000	-1000000.000000	
-43.068800	171.420000	100000.000000	-1000000.000000	
-43.072000	171.425000	100000.000000	-1000000.000000	
-43.075200	171.430000	100000.000000	-1000000.000000	
-43.078400	171.435000	100000.000000	-1000000.000000	
-43.081600	171.440000	100000.000000	-1000000.000000	
-43.084800	171.445000	100000.000000	-1000000.000000	
-43.088000	171.450000	100000.000000	-1000000.000000	
-43.091200	171.455000	100000.000000	-1000000.000000	
-43.094400	171.460000	100000.000000	-1000000.000000	
-43.097600	171.465000	100000.000000	-1000000.000000	
-43.100800	171.470000	100000.000000	-1000000.000000	
-43.104000	171.475000	100000.000000	-1000000.000000	
-43.107200	171.480000	100000.000000	-1000000.000000	
-43.110400	171.485000	100000.000000	-1000000.000000	
-43.113600	171.490000	100000.000000	-1000000.000000	
-43.116800	171.495000	100000.000000	-1000000.000000	
-43.120000	171.500000	100000.000000	-1000000.000000	
-43.123200	171.505000	100000.000000	-1000000.000000	
-43.126400	171.510000	100000.000000	-1000000.000000	
-43.129600	171.515000	100000.000000	-1000000.000000	
-43.132800	171.520000	100000.000000	-1000000.000000	
-43.136000	171.525000	100000.000000	-1000000.000000	
-43.139200	171.530000	100000.000000	-1000000.000000	
-43.142400	171.535000	100000.000000	-1000000.000000	
-43.145600	171.540000	100000.000000	-1000000.000000	
-43.148800	171.545000	100000.000000	-1000000.000000	
-43.152000	171.550000	100000.000000	-1000000.000000	
-43.155200	171.555000	100000.000000	-1000000.000000	
-43.158400	171.560000	100000.000000	-1000000.000000	
-43.161600	171.565000	100000.000000	-1000000.000000	
