Properties at Lat: -43.500000 Lon: 172.500000
Depth 	 Vp 	 Vs 	 Rho
-199.500000 	 3.578414 	 2.090223 	 2.384904
-200.500000 	 3.578775 	 2.090436 	 2.384962
-201.500000 	 3.579135 	 2.090650 	 2.385019
-202.500000 	 3.579496 	 2.090863 	 2.385077
-203.500000 	 3.579856 	 2.091076 	 2.385135
-204.500000 	 3.580217 	 2.091290 	 2.385193
-205.500000 	 3.580577 	 2.091503 	 2.385251
-206.500000 	 3.580937 	 2.091716 	 2.385309
-207.500000 	 3.581298 	 2.091930 	 2.385367
-208.500000 	 3.581658 	 2.092143 	 2.385425
-209.500000 	 3.582019 	 2.092356 	 2.385483
-210.500000 	 3.582379 	 2.092570 	 2.385541
-211.500000 	 3.582740 	 2.092783 	 2.385598
-212.500000 	 3.583100 	 2.092996 	 2.385656
-213.500000 	 3.583461 	 2.093210 	 2.385714
-214.500000 	 3.583821 	 2.093423 	 2.385772
-215.500000 	 3.584181 	 2.093636 	 2.385830
-216.500000 	 3.584542 	 2.093850 	 2.385888
-217.500000 	 3.584902 	 2.094063 	 2.385946
-218.500000 	 3.585263 	 2.094276 	 2.386004
-219.500000 	 3.585623 	 2.094490 	 2.386062
-220.500000 	 3.585984 	 2.094703 	 2.386120
-221.500000 	 3.586344 	 2.094916 	 2.386177
-222.500000 	 3.586705 	 2.095130 	 2.386235
-223.500000 	 3.587065 	 2.095343 	 2.386293
-224.500000 	 3.587425 	 2.095556 	 2.386351
-225.500000 	 3.587786 	 2.095770 	 2.386409
-226.500000 	 3.588146 	 2.095983 	 2.386467
-227.500000 	 3.588507 	 2.096196 	 2.386525
-228.500000 	 3.588867 	 2.096410 	 2.386583
-229.500000 	 3.589228 	 2.096623 	 2.386641
-230.500000 	 3.589588 	 2.096836 	 2.386699
-231.500000 	 3.589948 	 2.097049 	 2.386756
-232.500000 	 3.590309 	 2.097263 	 2.386814
-233.500000 	 3.590669 	 2.097476 	 2.386872
-234.500000 	 3.591030 	 2.097689 	 2.386930
-235.500000 	 3.591390 	 2.097903 	 2.386988
-236.500000 	 3.591751 	 2.098116 	 2.387046
-237.500000 	 3.592111 	 2.098329 	 2.387104
-238.500000 	 3.592472 	 2.098543 	 2.387162
-239.500000 	 3.592832 	 2.098756 	 2.387220
-240.500000 	 3.593192 	 2.098969 	 2.387278
-241.500000 	 3.593553 	 2.099183 	 2.387335
-242.500000 	 3.593913 	 2.099396 	 2.387393
-243.500000 	 3.594274 	 2.099609 	 2.387451
-244.500000 	 3.594634 	 2.099823 	 2.387509
-245.500000 	 3.594995 	 2.100036 	 2.387567
-246.500000 	 3.595355 	 2.100249 	 2.387625
-247.500000 	 3.595715 	 2.100463 	 2.387683
-248.500000 	 3.596076 	 2.100676 	 2.387741
-249.500000 	 3.596436 	 2.100889 	 2.387799
-250.500000 	 3.596797 	 2.101103 	 2.387856
-251.500000 	 3.597157 	 2.101316 	 2.387914
-252.500000 	 3.597518 	 2.101529 	 2.387972
-253.500000 	 3.597878 	 2.101743 	 2.388030
-254.500000 	 3.598239 	 2.101956 	 2.388088
-255.500000 	 3.598599 	 2.102169 	 2.388146
-256.500000 	 3.598959 	 2.102383 	 2.388204
-257.500000 	 3.599320 	 2.102596 	 2.388262
-258.500000 	 3.599680 	 2.102809 	 2.388320
-259.500000 	 3.600041 	 2.103023 	 2.388378
-260.500000 	 3.600401 	 2.103236 	 2.388435
-261.500000 	 3.600762 	 2.103449 	 2.388493
-262.500000 	 3.601122 	 2.103663 	 2.388551
-263.500000 	 3.601482 	 2.103876 	 2.388609
-264.500000 	 3.601843 	 2.104089 	 2.388667
-265.500000 	 3.602203 	 2.104303 	 2.388725
-266.500000 	 3.602564 	 2.104516 	 2.388783
-267.500000 	 3.602924 	 2.104729 	 2.388841
-268.500000 	 3.603285 	 2.104943 	 2.388899
-269.500000 	 3.603645 	 2.105156 	 2.388957
-270.500000 	 3.604006 	 2.105369 	 2.389014
-271.500000 	 3.604366 	 2.105583 	 2.389072
-272.500000 	 3.604726 	 2.105796 	 2.389130
-273.500000 	 3.605087 	 2.106009 	 2.389188
-274.500000 	 3.605447 	 2.106223 	 2.389246
-275.500000 	 3.605808 	 2.106436 	 2.389304
-276.500000 	 3.606168 	 2.106649 	 2.389362
-277.500000 	 3.606529 	 2.106863 	 2.389420
-278.500000 	 3.606889 	 2.107076 	 2.389478
-279.500000 	 3.607249 	 2.107289 	 2.389536
-280.500000 	 3.607610 	 2.107503 	 2.389593
-281.500000 	 3.607970 	 2.107716 	 2.389651
-282.500000 	 3.608331 	 2.107929 	 2.389709
-283.500000 	 3.608691 	 2.108143 	 2.389767
-284.500000 	 3.609052 	 2.108356 	 2.389825
-285.500000 	 3.609412 	 2.108569 	 2.389883
-286.500000 	 3.609773 	 2.108783 	 2.389941
-287.500000 	 3.610133 	 2.108996 	 2.389999
-288.500000 	 3.610493 	 2.109209 	 2.390057
-289.500000 	 3.610854 	 2.109423 	 2.390115
-290.500000 	 3.611214 	 2.109636 	 2.390172
-291.500000 	 3.611575 	 2.109849 	 2.390230
-292.500000 	 3.611935 	 2.110063 	 2.390288
-293.500000 	 3.612296 	 2.110276 	 2.390346
-294.500000 	 3.612656 	 2.110489 	 2.390404
-295.500000 	 3.613016 	 2.110703 	 2.390462
-296.500000 	 3.613377 	 2.110916 	 2.390520
-297.500000 	 3.613737 	 2.111129 	 2.390578
-298.500000 	 3.614098 	 2.111343 	 2.390636
-299.500000 	 3.614458 	 2.111556 	 2.390694
-300.500000 	 3.614819 	 2.111769 	 2.390751
-301.500000 	 3.615179 	 2.111983 	 2.390809
-302.500000 	 3.615540 	 2.112196 	 2.390867
-303.500000 	 3.615900 	 2.112409 	 2.390925
-304.500000 	 3.616260 	 2.112623 	 2.390983
-305.500000 	 3.616621 	 2.112836 	 2.391041
-306.500000 	 3.616981 	 2.113049 	 2.391099
-307.500000 	 3.617342 	 2.113263 	 2.391157
-308.500000 	 3.617702 	 2.113476 	 2.391215
-309.500000 	 3.618063 	 2.113689 	 2.391272
-310.500000 	 3.618423 	 2.113903 	 2.391330
-311.500000 	 3.618784 	 2.114116 	 2.391388
-312.500000 	 3.619144 	 2.114329 	 2.391446
-313.500000 	 3.619504 	 2.114543 	 2.391504
-314.500000 	 3.619865 	 2.114756 	 2.391562
-315.500000 	 3.620225 	 2.114969 	 2.391620
-316.500000 	 3.620586 	 2.115183 	 2.391678
-317.500000 	 3.620946 	 2.115396 	 2.391736
-318.500000 	 3.621307 	 2.115609 	 2.391794
-319.500000 	 3.621667 	 2.115823 	 2.391851
-320.500000 	 3.622027 	 2.116036 	 2.391909
-321.500000 	 3.622388 	 2.116249 	 2.391967
-322.500000 	 3.622748 	 2.116463 	 2.392025
-323.500000 	 3.623109 	 2.116676 	 2.392083
-324.500000 	 3.623469 	 2.116889 	 2.392141
-325.500000 	 3.623830 	 2.117103 	 2.392199
-326.500000 	 3.624190 	 2.117316 	 2.392257
-327.500000 	 3.624551 	 2.117529 	 2.392315
-328.500000 	 3.624911 	 2.117743 	 2.392373
-329.500000 	 3.625271 	 2.117956 	 2.392430
-330.500000 	 3.625632 	 2.118169 	 2.392488
-331.500000 	 3.625992 	 2.118383 	 2.392546
-332.500000 	 3.626353 	 2.118596 	 2.392604
-333.500000 	 3.626713 	 2.118809 	 2.392662
-334.500000 	 3.627074 	 2.119023 	 2.392720
-335.500000 	 3.627434 	 2.119236 	 2.392778
-336.500000 	 3.627794 	 2.119449 	 2.392836
-337.500000 	 3.628155 	 2.119663 	 2.392894
-338.500000 	 3.628515 	 2.119876 	 2.392952
-339.500000 	 3.628876 	 2.120089 	 2.393009
-340.500000 	 3.629236 	 2.120303 	 2.393067
-341.500000 	 3.629597 	 2.120516 	 2.393125
-342.500000 	 3.629957 	 2.120729 	 2.393183
-343.500000 	 3.630318 	 2.120943 	 2.393241
-344.500000 	 3.630678 	 2.121156 	 2.393299
-345.500000 	 3.631038 	 2.121369 	 2.393357
-346.500000 	 3.631399 	 2.121583 	 2.393415
-347.500000 	 3.631759 	 2.121796 	 2.393473
-348.500000 	 3.632120 	 2.122009 	 2.393531
-349.500000 	 3.632480 	 2.122223 	 2.393588
-350.500000 	 3.632841 	 2.122436 	 2.393646
-351.500000 	 3.633201 	 2.122649 	 2.393704
-352.500000 	 3.633561 	 2.122863 	 2.393762
-353.500000 	 3.633922 	 2.123076 	 2.393820
-354.500000 	 3.634282 	 2.123289 	 2.393878
-355.500000 	 3.634643 	 2.123503 	 2.393936
-356.500000 	 3.635003 	 2.123716 	 2.393994
-357.500000 	 3.635364 	 2.123929 	 2.394052
-358.500000 	 3.635724 	 2.124143 	 2.394110
-359.500000 	 3.636085 	 2.124356 	 2.394167
-360.500000 	 3.636445 	 2.124569 	 2.394225
-361.500000 	 3.636805 	 2.124783 	 2.394283
-362.500000 	 3.637166 	 2.124996 	 2.394341
-363.500000 	 3.637526 	 2.125209 	 2.394399
-364.500000 	 3.637887 	 2.125423 	 2.394457
-365.500000 	 3.638247 	 2.125636 	 2.394515
-366.500000 	 3.638608 	 2.125849 	 2.394573
-367.500000 	 3.638968 	 2.126063 	 2.394631
-368.500000 	 3.639328 	 2.126276 	 2.394688
-369.500000 	 3.639689 	 2.126489 	 2.394746
-370.500000 	 3.640049 	 2.126703 	 2.394804
-371.500000 	 3.640410 	 2.126916 	 2.394862
-372.500000 	 3.640770 	 2.127129 	 2.394920
-373.500000 	 3.641131 	 2.127343 	 2.394978
-374.500000 	 3.641491 	 2.127556 	 2.395036
-375.500000 	 3.641852 	 2.127769 	 2.395094
-376.500000 	 3.642212 	 2.127983 	 2.395152
-377.500000 	 3.642572 	 2.128196 	 2.395210
-378.500000 	 3.642933 	 2.128409 	 2.395267
-379.500000 	 3.643293 	 2.128623 	 2.395325
-380.500000 	 3.643654 	 2.128836 	 2.395383
-381.500000 	 3.644014 	 2.129049 	 2.395441
-382.500000 	 3.644375 	 2.129263 	 2.395499
-383.500000 	 3.644735 	 2.129476 	 2.395557
-384.500000 	 3.645095 	 2.129689 	 2.395615
-385.500000 	 3.645456 	 2.129903 	 2.395673
-386.500000 	 3.645816 	 2.130116 	 2.395731
-387.500000 	 3.646177 	 2.130329 	 2.395789
-388.500000 	 3.646537 	 2.130543 	 2.395846
-389.500000 	 3.646898 	 2.130756 	 2.395904
-390.500000 	 3.647258 	 2.130969 	 2.395962
-391.500000 	 3.647619 	 2.131183 	 2.396020
-392.500000 	 3.647979 	 2.131396 	 2.396078
-393.500000 	 3.648339 	 2.131609 	 2.396136
-394.500000 	 3.648700 	 2.131823 	 2.396194
-395.500000 	 3.649060 	 2.132036 	 2.396252
-396.500000 	 3.649421 	 2.132249 	 2.396310
-397.500000 	 3.649781 	 2.132463 	 2.396368
-398.500000 	 3.650142 	 2.132676 	 2.396425
-399.500000 	 3.650502 	 2.132889 	 2.396483
-400.500000 	 3.650863 	 2.133102 	 2.396541
-401.500000 	 3.651223 	 2.133316 	 2.396599
-402.500000 	 3.651583 	 2.133529 	 2.396657
-403.500000 	 3.651944 	 2.133742 	 2.396715
-404.500000 	 3.652304 	 2.133956 	 2.396773
-405.500000 	 3.652665 	 2.134169 	 2.396831
-406.500000 	 3.653025 	 2.134382 	 2.396889
-407.500000 	 3.653386 	 2.134596 	 2.396947
-408.500000 	 3.653746 	 2.134809 	 2.397004
-409.500000 	 3.654106 	 2.135022 	 2.397062
-410.500000 	 3.654467 	 2.135236 	 2.397120
-411.500000 	 3.654827 	 2.135449 	 2.397178
-412.500000 	 3.655188 	 2.135662 	 2.397236
-413.500000 	 3.655548 	 2.135876 	 2.397294
-414.500000 	 3.655909 	 2.136089 	 2.397352
-415.500000 	 3.656269 	 2.136302 	 2.397410
-416.500000 	 3.656630 	 2.136516 	 2.397468
-417.500000 	 3.656990 	 2.136729 	 2.397526
